UID,PIN,Email,User Role,Garage Role
814447488,492743,814447488@eagle.fgcu.edu ,0,2
814287232,563467,814287232@eagle.fgcu.edu ,0,7
814767936,616874,814767936@eagle.fgcu.edu ,2,2
814325952,456654,814325952@eagle.fgcu.edu ,1,8
814917440,937314,814917440@eagle.fgcu.edu ,2,5
814877312,495334,814877312@eagle.fgcu.edu ,1,4
814528896,86853,814528896@eagle.fgcu.edu ,0,2
814308608,781139,814308608@eagle.fgcu.edu ,2,6
814703808,698280,814703808@eagle.fgcu.edu ,2,4
814518208,478017,814518208@eagle.fgcu.edu ,1,2
814340672,873226,814340672@eagle.fgcu.edu ,2,5
814607680,687598,814607680@eagle.fgcu.edu ,0,7
814806592,510061,814806592@eagle.fgcu.edu ,0,4
814475456,777094,814475456@eagle.fgcu.edu ,1,4
814112640,975994,814112640@eagle.fgcu.edu ,2,1
814636032,644873,814636032@eagle.fgcu.edu ,0,9
814800256,638237,814800256@eagle.fgcu.edu ,2,4
814041920,392566,814041920@eagle.fgcu.edu ,1,8
814582592,129578,814582592@eagle.fgcu.edu ,0,0
814960512,652963,814960512@eagle.fgcu.edu ,1,3
814561216,82807,814561216@eagle.fgcu.edu ,1,0
814024576,324433,814024576@eagle.fgcu.edu ,0,3
814368960,599556,814368960@eagle.fgcu.edu ,2,0
814866944,243027,814866944@eagle.fgcu.edu ,0,1
814372992,578194,814372992@eagle.fgcu.edu ,2,6
814589248,307115,814589248@eagle.fgcu.edu ,2,4
814471744,385930,814471744@eagle.fgcu.edu ,1,3
814824192,883907,814824192@eagle.fgcu.edu ,2,2
814501184,655554,814501184@eagle.fgcu.edu ,0,6
814939136,606193,814939136@eagle.fgcu.edu ,2,5
814625344,488698,814625344@eagle.fgcu.edu ,1,9
814832320,841182,814832320@eagle.fgcu.edu ,0,4
814945792,783730,814945792@eagle.fgcu.edu ,2,8
814870976,221665,814870976@eagle.fgcu.edu ,0,0
814095296,642282,814095296@eagle.fgcu.edu ,1,9
814422400,114851,814422400@eagle.fgcu.edu ,1,1
814706752,228301,814706752@eagle.fgcu.edu ,1,2
814853696,153532,814853696@eagle.fgcu.edu ,1,4
814881664,377840,814881664@eagle.fgcu.edu ,2,9
814063232,439336,814063232@eagle.fgcu.edu ,0,9
814518528,723687,814518528@eagle.fgcu.edu ,1,1
814418304,136214,814418304@eagle.fgcu.edu ,1,3
814984448,164213,814984448@eagle.fgcu.edu ,1,2
814020544,345796,814020544@eagle.fgcu.edu ,0,7
814646656,535468,814646656@eagle.fgcu.edu ,2,0
814768256,435291,814768256@eagle.fgcu.edu ,1,4
814138048,1402,814138048@eagle.fgcu.edu ,1,8
814294208,303070,814294208@eagle.fgcu.edu ,0,1
814091264,663644,814091264@eagle.fgcu.edu ,1,0
814700096,50763,814700096@eagle.fgcu.edu ,1,8
814608000,420565,814608000@eagle.fgcu.edu ,2,4
814618688,311160,814618688@eagle.fgcu.edu ,1,6
814586624,108215,814586624@eagle.fgcu.edu ,0,6
814682752,717051,814682752@eagle.fgcu.edu ,1,6
814394368,890543,814394368@eagle.fgcu.edu ,1,7
814525120,901225,814525120@eagle.fgcu.edu ,1,4
814664000,869181,814664000@eagle.fgcu.edu ,1,3
814981824,965313,814981824@eagle.fgcu.edu ,2,4
814497152,676917,814497152@eagle.fgcu.edu ,0,0
814482432,542105,814482432@eagle.fgcu.edu ,0,2
814792192,680962,814792192@eagle.fgcu.edu ,2,2
814597312,264390,814597312@eagle.fgcu.edu ,0,5
814650752,514106,814650752@eagle.fgcu.edu ,0,6
814490496,499379,814490496@eagle.fgcu.edu ,0,7
814971200,809138,814971200@eagle.fgcu.edu ,1,5
814529216,879862,814529216@eagle.fgcu.edu ,1,0
814120704,933269,814120704@eagle.fgcu.edu ,0,3
814080576,773049,814080576@eagle.fgcu.edu ,2,1
814732160,253709,814732160@eagle.fgcu.edu ,0,8
814511872,546150,814511872@eagle.fgcu.edu ,2,5
814907072,403247,814907072@eagle.fgcu.edu ,1,5
814721472,97534,814721472@eagle.fgcu.edu ,0,9
814543936,749095,814543936@eagle.fgcu.edu ,0,5
814810944,794411,814810944@eagle.fgcu.edu ,2,6
814009856,189621,814009856@eagle.fgcu.edu ,0,8
814678720,738414,814678720@eagle.fgcu.edu ,1,0
814672064,826455,814672064@eagle.fgcu.edu ,1,4
814426432,93489,814426432@eagle.fgcu.edu ,1,7
814428992,292389,814428992@eagle.fgcu.edu ,0,4
814952384,695688,814952384@eagle.fgcu.edu ,1,2
814116672,954631,814116672@eagle.fgcu.edu ,2,7
814358272,708961,814358272@eagle.fgcu.edu ,2,1
814899008,445973,814899008@eagle.fgcu.edu ,1,1
814276864,969358,814276864@eagle.fgcu.edu ,1,6
814877632,399202,814877632@eagle.fgcu.edu ,2,3
814340992,375248,814340992@eagle.fgcu.edu ,1,6
814685376,915951,814685376@eagle.fgcu.edu ,2,3
814917760,559422,814917760@eagle.fgcu.edu ,1,4
814689408,894589,814689408@eagle.fgcu.edu ,2,9
814640064,623510,814640064@eagle.fgcu.edu ,0,4
814522560,702325,814522560@eagle.fgcu.edu ,2,6
814875008,200302,814875008@eagle.fgcu.edu ,0,5
814817600,706370,814817600@eagle.fgcu.edu ,1,9
814255552,922587,814255552@eagle.fgcu.edu ,0,8
814941696,805093,814941696@eagle.fgcu.edu ,2,3
814148736,157577,814148736@eagle.fgcu.edu ,1,7
814262144,100125,814262144@eagle.fgcu.edu ,2,2
814187392,538060,814187392@eagle.fgcu.edu ,1,0
814411712,958677,814411712@eagle.fgcu.edu ,2,9
814738752,431246,814738752@eagle.fgcu.edu ,2,2
814757568,279117,814757568@eagle.fgcu.edu ,2,5
814170048,204347,814170048@eagle.fgcu.edu ,2,8
814198080,428655,814198080@eagle.fgcu.edu ,0,2
814379648,755731,814379648@eagle.fgcu.edu ,1,9
814834880,40082,814834880@eagle.fgcu.edu ,2,1
814469120,452609,814469120@eagle.fgcu.edu ,2,6
814035264,215029,814035264@eagle.fgcu.edu ,2,5
814336896,396611,814336896@eagle.fgcu.edu ,1,0
814963072,851863,814963072@eagle.fgcu.edu ,0,1
814084608,751686,814084608@eagle.fgcu.edu ,2,7
814454400,317797,814454400@eagle.fgcu.edu ,2,1
814610624,353886,814610624@eagle.fgcu.edu ,1,2
814407680,980039,814407680@eagle.fgcu.edu ,1,4
814016512,367158,814016512@eagle.fgcu.edu ,2,1
814924416,471380,814924416@eagle.fgcu.edu ,0,8
814935104,627555,814935104@eagle.fgcu.edu ,2,9
814903040,424610,814903040@eagle.fgcu.edu ,1,9
814999168,33446,814999168@eagle.fgcu.edu ,1,9
814710784,206938,814710784@eagle.fgcu.edu ,1,0
814575936,217620,814575936@eagle.fgcu.edu ,1,5
814714816,185576,814714816@eagle.fgcu.edu ,1,6
814298240,281708,814298240@eagle.fgcu.edu ,0,7
814813568,727732,814813568@eagle.fgcu.edu ,1,3
814533248,858499,814533248@eagle.fgcu.edu ,1,6
814843008,997357,814843008@eagle.fgcu.edu ,2,5
814913728,580785,814913728@eagle.fgcu.edu ,1,9
814967104,830501,814967104@eagle.fgcu.edu ,0,9
814806912,815774,814806912@eagle.fgcu.edu ,1,0
814287552,125533,814287552@eagle.fgcu.edu ,1,8
814845568,196257,814845568@eagle.fgcu.edu ,1,3
814437120,249664,814437120@eagle.fgcu.edu ,1,6
814131392,89444,814131392@eagle.fgcu.edu ,2,4
814048512,570104,814048512@eagle.fgcu.edu ,1,1
814828288,862545,814828288@eagle.fgcu.edu ,2,8
814223488,719642,814223488@eagle.fgcu.edu ,2,8
814037824,413929,814037824@eagle.fgcu.edu ,1,2
814860288,65490,814860288@eagle.fgcu.edu ,1,8
814127360,110806,814127360@eagle.fgcu.edu ,2,9
814326272,506016,814326272@eagle.fgcu.edu ,1,1
814995136,54809,814995136@eagle.fgcu.edu ,1,1
814988480,142850,814988480@eagle.fgcu.edu ,1,7
814742848,409884,814742848@eagle.fgcu.edu ,2,0
814479808,343204,814479808@eagle.fgcu.edu ,1,5
814003200,12083,814003200@eagle.fgcu.edu ,1,5
814433088,271026,814433088@eagle.fgcu.edu ,0,0
814674688,759776,814674688@eagle.fgcu.edu ,0,2
814949824,762367,814949824@eagle.fgcu.edu ,2,4
814593280,285753,814593280@eagle.fgcu.edu ,2,0
814928448,450018,814928448@eagle.fgcu.edu ,0,3
814657344,691643,814657344@eagle.fgcu.edu ,2,9
814736192,232346,814736192@eagle.fgcu.edu ,0,4
814234176,610238,814234176@eagle.fgcu.edu ,2,7
814005824,210983,814005824@eagle.fgcu.edu ,0,2
814956416,674326,814956416@eagle.fgcu.edu ,1,7
814838976,18719,814838976@eagle.fgcu.edu ,2,0
814191424,516697,814191424@eagle.fgcu.edu ,1,8
814133952,22765,814133952@eagle.fgcu.edu ,1,2
814571904,238982,814571904@eagle.fgcu.edu ,1,9
814992512,121488,814992512@eagle.fgcu.edu ,2,3
814465088,473972,814465088@eagle.fgcu.edu ,1,0
814578560,150941,814578560@eagle.fgcu.edu ,0,2
814503808,588875,814503808@eagle.fgcu.edu ,2,3
814728064,275071,814728064@eagle.fgcu.edu ,2,2
814789568,482062,814789568@eagle.fgcu.edu ,0,5
814073920,595511,814073920@eagle.fgcu.edu ,0,8
814486464,520742,814486464@eagle.fgcu.edu ,0,1
814514432,745050,814514432@eagle.fgcu.edu ,1,2
814696064,72126,814696064@eagle.fgcu.edu ,1,3
814885696,356477,814885696@eagle.fgcu.edu ,0,4
814785536,503424,814785536@eagle.fgcu.edu ,0,9
814351680,531423,814351680@eagle.fgcu.edu ,0,8
814653312,713006,814653312@eagle.fgcu.edu ,2,4
814013888,168258,814013888@eagle.fgcu.edu ,0,4
814401024,68081,814401024@eagle.fgcu.edu ,2,0
814770816,634192,814770816@eagle.fgcu.edu ,0,1
814661440,670281,814661440@eagle.fgcu.edu ,2,5
814458496,296434,814458496@eagle.fgcu.edu ,2,7
814067328,417974,814067328@eagle.fgcu.edu ,0,5
814240768,787775,814240768@eagle.fgcu.edu ,1,1
814251456,943950,814251456@eagle.fgcu.edu ,0,0
814219456,741005,814219456@eagle.fgcu.edu ,2,0
814315584,349841,814315584@eagle.fgcu.edu ,2,0
814027136,257754,814027136@eagle.fgcu.edu ,2,1
814892352,268435,814892352@eagle.fgcu.edu ,2,8
814031232,236391,814031232@eagle.fgcu.edu ,2,9
814614656,332523,814614656@eagle.fgcu.edu ,1,0
814864384,44127,814864384@eagle.fgcu.edu ,1,4
814849600,174894,814849600@eagle.fgcu.edu ,1,9
814159360,313752,814159360@eagle.fgcu.edu ,0,9
814230144,631600,814230144@eagle.fgcu.edu ,1,2
814283520,146895,814283520@eagle.fgcu.edu ,1,0
814123328,132169,814123328@eagle.fgcu.edu ,2,0
814603968,441928,814603968@eagle.fgcu.edu ,2,9
814896384,247073,814896384@eagle.fgcu.edu ,2,3
814753472,300479,814753472@eagle.fgcu.edu ,1,9
814447808,140259,814447808@eagle.fgcu.edu ,0,5
814099328,620919,814099328@eagle.fgcu.edu ,2,5
814144640,178939,814144640@eagle.fgcu.edu ,0,1
814539840,770458,814539840@eagle.fgcu.edu ,2,9
814088640,730324,814088640@eagle.fgcu.edu ,2,3
814176704,381885,814176704@eagle.fgcu.edu ,2,1
814443712,161622,814443712@eagle.fgcu.edu ,0,9
814642624,556831,814642624@eagle.fgcu.edu ,2,2
814045952,371203,814045952@eagle.fgcu.edu ,2,4
814304896,193666,814304896@eagle.fgcu.edu ,2,1
814059200,460699,814059200@eagle.fgcu.edu ,0,0
814796224,659599,814796224@eagle.fgcu.edu ,2,8
814319616,328478,814319616@eagle.fgcu.edu ,2,8
814749440,321842,814749440@eagle.fgcu.edu ,1,3
814725504,76171,814725504@eagle.fgcu.edu ,0,5
814266176,78762,814266176@eagle.fgcu.edu ,2,7
814909696,602148,814909696@eagle.fgcu.edu ,0,3
814244864,766413,814244864@eagle.fgcu.edu ,1,7
814239360,8038,814239360@eagle.fgcu.edu ,2,3
814318144,548741,814318144@eagle.fgcu.edu ,1,7
814816128,926633,814816128@eagle.fgcu.edu ,2,1
814322176,527378,814322176@eagle.fgcu.edu ,1,3
814538432,990721,814538432@eagle.fgcu.edu ,1,1
814420928,335114,814420928@eagle.fgcu.edu ,0,0
814773376,567512,814773376@eagle.fgcu.edu ,2,9
814715968,339159,814715968@eagle.fgcu.edu ,2,2
814153920,289798,814153920@eagle.fgcu.edu ,2,2
814574528,172303,814574528@eagle.fgcu.edu ,0,6
814047104,524787,814047104@eagle.fgcu.edu ,2,3
814894976,467335,814894976@eagle.fgcu.edu ,1,5
814820160,905270,814820160@eagle.fgcu.edu ,2,6
814044480,591466,814044480@eagle.fgcu.edu ,0,6
814371584,798457,814371584@eagle.fgcu.edu ,1,8
814655936,911906,814655936@eagle.fgcu.edu ,1,1
814068416,837137,814068416@eagle.fgcu.edu ,1,1
814830848,61445,814830848@eagle.fgcu.edu ,1,5
814012416,388521,814012416@eagle.fgcu.edu ,2,6
814467712,407292,814467712@eagle.fgcu.edu ,0,8
814367488,819819,814367488@eagle.fgcu.edu ,1,2
814933632,847818,814933632@eagle.fgcu.edu ,1,8
814969728,29401,814969728@eagle.fgcu.edu ,2,4
814595840,484653,814595840@eagle.fgcu.edu ,1,7
814982976,118897,814982976@eagle.fgcu.edu ,0,3
814087232,685007,814087232@eagle.fgcu.edu ,1,5
814243392,986675,814243392@eagle.fgcu.edu ,2,8
814040448,612829,814040448@eagle.fgcu.edu ,0,0
814649280,734369,814649280@eagle.fgcu.edu ,1,8
814822784,104170,814822784@eagle.fgcu.edu ,1,4
814833472,260345,814833472@eagle.fgcu.edu ,0,3
814801408,57400,814801408@eagle.fgcu.edu ,2,3
814897536,666236,814897536@eagle.fgcu.edu ,0,3
814343552,574149,814343552@eagle.fgcu.edu ,0,4
814474304,584830,814474304@eagle.fgcu.edu ,0,1
814613184,552786,814613184@eagle.fgcu.edu ,0,0
814196608,648918,814196608@eagle.fgcu.edu ,2,1
814446336,360522,814446336@eagle.fgcu.edu ,2,7
814431616,225710,814431616@eagle.fgcu.edu ,2,2
814741376,364567,814741376@eagle.fgcu.edu ,1,9
814812096,947995,814812096@eagle.fgcu.edu ,2,2
814865472,463290,814865472@eagle.fgcu.edu ,2,3
814705280,182985,814705280@eagle.fgcu.edu ,0,3
814185920,492743,814185920@eagle.fgcu.edu ,0,2
814478400,563467,814478400@eagle.fgcu.edu ,0,7
814335488,616874,814335488@eagle.fgcu.edu ,2,2
814029760,456654,814029760@eagle.fgcu.edu ,1,8
814681344,937314,814681344@eagle.fgcu.edu ,2,5
814726656,495334,814726656@eagle.fgcu.edu ,1,4
814121856,86853,814121856@eagle.fgcu.edu ,0,2
814670656,781139,814670656@eagle.fgcu.edu ,2,6
814758656,698280,814758656@eagle.fgcu.edu ,2,4
814025728,478017,814025728@eagle.fgcu.edu ,1,2
814959040,873226,814959040@eagle.fgcu.edu ,2,5
814627904,687598,814627904@eagle.fgcu.edu ,2,9
814886848,510061,814886848@eagle.fgcu.edu ,0,6
814375616,777094,814375616@eagle.fgcu.edu ,1,6
814378176,975994,814378176@eagle.fgcu.edu ,2,3
814901568,644873,814901568@eagle.fgcu.edu ,0,1
814065856,638237,814065856@eagle.fgcu.edu ,2,6
814307456,392566,814307456@eagle.fgcu.edu ,1,0
814848192,129578,814848192@eagle.fgcu.edu ,0,3
814226048,652963,814226048@eagle.fgcu.edu ,1,5
814826816,82807,814826816@eagle.fgcu.edu ,1,2
814290176,324433,814290176@eagle.fgcu.edu ,2,5
814634560,599556,814634560@eagle.fgcu.edu ,1,2
814132544,243027,814132544@eagle.fgcu.edu ,2,3
814638592,578194,814638592@eagle.fgcu.edu ,2,8
814854784,307115,814854784@eagle.fgcu.edu ,2,6
814737344,385930,814737344@eagle.fgcu.edu ,0,5
814089792,883907,814089792@eagle.fgcu.edu ,2,4
814766784,655554,814766784@eagle.fgcu.edu ,2,8
814204736,606193,814204736@eagle.fgcu.edu ,2,7
814890880,488698,814890880@eagle.fgcu.edu ,0,1
814097920,841182,814097920@eagle.fgcu.edu ,0,6
814211328,783730,814211328@eagle.fgcu.edu ,1,0
814136576,221665,814136576@eagle.fgcu.edu ,0,2
814360896,642282,814360896@eagle.fgcu.edu ,1,1
814687936,114851,814687936@eagle.fgcu.edu ,0,3
814972288,228301,814972288@eagle.fgcu.edu ,0,4
814119232,153532,814119232@eagle.fgcu.edu ,1,7
814147264,377840,814147264@eagle.fgcu.edu ,2,1
814328832,439336,814328832@eagle.fgcu.edu ,0,1
814784064,723687,814784064@eagle.fgcu.edu ,1,3
814683904,136214,814683904@eagle.fgcu.edu ,0,5
814250048,164213,814250048@eagle.fgcu.edu ,1,4
814286080,345796,814286080@eagle.fgcu.edu ,2,9
814912256,535468,814912256@eagle.fgcu.edu ,2,2
814033792,435291,814033792@eagle.fgcu.edu ,1,6
814403584,1402,814403584@eagle.fgcu.edu ,1,0
814559808,303070,814559808@eagle.fgcu.edu ,0,3
814356864,663644,814356864@eagle.fgcu.edu ,1,2
814965696,50763,814965696@eagle.fgcu.edu ,1,0
814873600,420565,814873600@eagle.fgcu.edu ,2,6
814884288,311160,814884288@eagle.fgcu.edu ,1,8
814852224,108215,814852224@eagle.fgcu.edu ,0,8
814948352,717051,814948352@eagle.fgcu.edu ,0,8
814659968,890543,814659968@eagle.fgcu.edu ,0,9
814790720,901225,814790720@eagle.fgcu.edu ,0,6
814929600,869181,814929600@eagle.fgcu.edu ,1,5
814247424,965313,814247424@eagle.fgcu.edu ,2,6
814762752,676917,814762752@eagle.fgcu.edu ,2,2
814747968,542105,814747968@eagle.fgcu.edu ,0,4
814057728,680962,814057728@eagle.fgcu.edu ,1,4
814862912,264390,814862912@eagle.fgcu.edu ,2,7
814916288,514106,814916288@eagle.fgcu.edu ,2,8
814756096,499379,814756096@eagle.fgcu.edu ,0,9
814236736,809138,814236736@eagle.fgcu.edu ,0,7
814794752,879862,814794752@eagle.fgcu.edu ,0,2
814386304,933269,814386304@eagle.fgcu.edu ,0,5
814346176,773049,814346176@eagle.fgcu.edu ,1,3
814997696,253709,814997696@eagle.fgcu.edu ,2,0
814777472,546150,814777472@eagle.fgcu.edu ,2,7
814172672,403247,814172672@eagle.fgcu.edu ,1,7
814987008,97534,814987008@eagle.fgcu.edu ,0,1
814809472,749095,814809472@eagle.fgcu.edu ,0,7
814076544,794411,814076544@eagle.fgcu.edu ,1,8
814275456,189621,814275456@eagle.fgcu.edu ,0,0
814944320,738414,814944320@eagle.fgcu.edu ,0,2
814937664,826455,814937664@eagle.fgcu.edu ,1,6
814692032,93489,814692032@eagle.fgcu.edu ,1,9
814694592,292389,814694592@eagle.fgcu.edu ,0,6
814217984,695688,814217984@eagle.fgcu.edu ,0,4
814382272,954631,814382272@eagle.fgcu.edu ,2,9
814623872,708961,814623872@eagle.fgcu.edu ,2,3
814164544,445973,814164544@eagle.fgcu.edu ,1,3
814542464,969358,814542464@eagle.fgcu.edu ,1,8
814143232,399202,814143232@eagle.fgcu.edu ,2,5
814606528,375248,814606528@eagle.fgcu.edu ,0,8
814950976,915951,814950976@eagle.fgcu.edu ,1,6
814183360,559422,814183360@eagle.fgcu.edu ,0,6
814955008,894589,814955008@eagle.fgcu.edu ,2,1
814905600,623510,814905600@eagle.fgcu.edu ,0,6
814788160,702325,814788160@eagle.fgcu.edu ,1,9
814140608,200302,814140608@eagle.fgcu.edu ,0,7
814083136,706370,814083136@eagle.fgcu.edu ,0,1
814521088,922587,814521088@eagle.fgcu.edu ,0,0
814207296,805093,814207296@eagle.fgcu.edu ,1,5
814414272,157577,814414272@eagle.fgcu.edu ,0,9
814527744,100125,814527744@eagle.fgcu.edu ,1,4
814452992,538060,814452992@eagle.fgcu.edu ,0,2
814677248,958677,814677248@eagle.fgcu.edu ,1,1
814004352,431246,814004352@eagle.fgcu.edu ,1,4
814023104,279117,814023104@eagle.fgcu.edu ,1,7
814435648,204347,814435648@eagle.fgcu.edu ,2,0
814463680,428655,814463680@eagle.fgcu.edu ,0,4
814645248,755731,814645248@eagle.fgcu.edu ,1,1
814100480,40082,814100480@eagle.fgcu.edu ,1,3
814734720,452609,814734720@eagle.fgcu.edu ,1,8
814300864,215029,814300864@eagle.fgcu.edu ,2,7
814602496,396611,814602496@eagle.fgcu.edu ,0,2
814228672,851863,814228672@eagle.fgcu.edu ,0,3
814350208,751686,814350208@eagle.fgcu.edu ,2,9
814720000,317797,814720000@eagle.fgcu.edu ,2,3
814876160,353886,814876160@eagle.fgcu.edu ,1,4
814673216,980039,814673216@eagle.fgcu.edu ,1,6
814282048,367158,814282048@eagle.fgcu.edu ,2,4
814189952,471380,814189952@eagle.fgcu.edu ,2,0
814200640,627555,814200640@eagle.fgcu.edu ,2,1
814168640,424610,814168640@eagle.fgcu.edu ,1,1
814264768,33446,814264768@eagle.fgcu.edu ,0,1
814976320,206938,814976320@eagle.fgcu.edu ,0,2
814841536,217620,814841536@eagle.fgcu.edu ,0,7
814980416,185576,814980416@eagle.fgcu.edu ,1,8
814563840,281708,814563840@eagle.fgcu.edu ,0,9
814079104,727732,814079104@eagle.fgcu.edu ,0,5
814798784,858499,814798784@eagle.fgcu.edu ,1,8
814108544,997357,814108544@eagle.fgcu.edu ,2,7
814179328,580785,814179328@eagle.fgcu.edu ,0,1
814232704,830501,814232704@eagle.fgcu.edu ,0,1
814072512,815774,814072512@eagle.fgcu.edu ,1,2
814553152,125533,814553152@eagle.fgcu.edu ,0,0
814111168,196257,814111168@eagle.fgcu.edu ,1,5
814702656,249664,814702656@eagle.fgcu.edu ,0,8
814396992,89444,814396992@eagle.fgcu.edu ,2,6
814314112,570104,814314112@eagle.fgcu.edu ,0,3
814093824,862545,814093824@eagle.fgcu.edu ,2,0
814489024,719642,814489024@eagle.fgcu.edu ,2,0
814303424,413929,814303424@eagle.fgcu.edu ,1,4
814125888,65490,814125888@eagle.fgcu.edu ,0,0
814392896,110806,814392896@eagle.fgcu.edu ,1,1
814591808,506016,814591808@eagle.fgcu.edu ,1,3
814260672,54809,814260672@eagle.fgcu.edu ,0,3
814254080,142850,814254080@eagle.fgcu.edu ,1,9
814008384,409884,814008384@eagle.fgcu.edu ,2,2
814745408,343204,814745408@eagle.fgcu.edu ,1,7
814268800,12083,814268800@eagle.fgcu.edu ,1,7
814698624,271026,814698624@eagle.fgcu.edu ,0,2
814940288,759776,814940288@eagle.fgcu.edu ,0,4
814215360,762367,814215360@eagle.fgcu.edu ,1,6
814858880,285753,814858880@eagle.fgcu.edu ,2,2
814194048,450018,814194048@eagle.fgcu.edu ,0,5
814922944,691643,814922944@eagle.fgcu.edu ,1,1
814001728,232346,814001728@eagle.fgcu.edu ,2,6
814499712,610238,814499712@eagle.fgcu.edu ,1,9
814271360,210983,814271360@eagle.fgcu.edu ,0,4
814222016,674326,814222016@eagle.fgcu.edu ,1,0
814104512,18719,814104512@eagle.fgcu.edu ,1,2
814457024,516697,814457024@eagle.fgcu.edu ,1,0
814399552,22765,814399552@eagle.fgcu.edu ,1,4
814837504,238982,814837504@eagle.fgcu.edu ,0,1
814258112,121488,814258112@eagle.fgcu.edu ,1,5
814730688,473972,814730688@eagle.fgcu.edu ,1,2
814844160,150941,814844160@eagle.fgcu.edu ,2,4
814769344,588875,814769344@eagle.fgcu.edu ,1,5
814993664,275071,814993664@eagle.fgcu.edu ,2,4
814055168,482062,814055168@eagle.fgcu.edu ,2,7
814339520,595511,814339520@eagle.fgcu.edu ,2,0
814752064,520742,814752064@eagle.fgcu.edu ,0,3
814780032,745050,814780032@eagle.fgcu.edu ,1,4
814961600,72126,814961600@eagle.fgcu.edu ,1,5
814151296,356477,814151296@eagle.fgcu.edu ,2,6
814051136,503424,814051136@eagle.fgcu.edu ,2,1
814617216,531423,814617216@eagle.fgcu.edu ,0,0
814918912,713006,814918912@eagle.fgcu.edu ,1,6
814279488,168258,814279488@eagle.fgcu.edu ,0,6
814666624,68081,814666624@eagle.fgcu.edu ,2,2
814036416,634192,814036416@eagle.fgcu.edu ,0,3
814926976,670281,814926976@eagle.fgcu.edu ,1,7
814724032,296434,814724032@eagle.fgcu.edu ,2,9
814332864,417974,814332864@eagle.fgcu.edu ,0,7
814506368,787775,814506368@eagle.fgcu.edu ,0,3
814517056,943950,814517056@eagle.fgcu.edu ,0,2
814484992,741005,814484992@eagle.fgcu.edu ,2,2
814581120,349841,814581120@eagle.fgcu.edu ,1,2
814292736,257754,814292736@eagle.fgcu.edu ,1,3
814157952,268435,814157952@eagle.fgcu.edu ,1,0
814296768,236391,814296768@eagle.fgcu.edu ,2,1
814880192,332523,814880192@eagle.fgcu.edu ,1,2
814129920,44127,814129920@eagle.fgcu.edu ,0,6
814115200,174894,814115200@eagle.fgcu.edu ,1,1
814424960,313752,814424960@eagle.fgcu.edu ,0,1
814495680,631600,814495680@eagle.fgcu.edu ,1,4
814549120,146895,814549120@eagle.fgcu.edu ,0,2
814388864,132169,814388864@eagle.fgcu.edu ,1,2
814869568,441928,814869568@eagle.fgcu.edu ,1,1
814161984,247073,814161984@eagle.fgcu.edu ,2,5
814019072,300479,814019072@eagle.fgcu.edu ,1,1
814713344,140259,814713344@eagle.fgcu.edu ,2,7
814364928,620919,814364928@eagle.fgcu.edu ,1,7
814410240,178939,814410240@eagle.fgcu.edu ,0,3
814805440,770458,814805440@eagle.fgcu.edu ,2,1
814354240,730324,814354240@eagle.fgcu.edu ,2,5
814442304,381885,814442304@eagle.fgcu.edu ,1,3
814709312,161622,814709312@eagle.fgcu.edu ,2,1
814908224,556831,814908224@eagle.fgcu.edu ,2,4
814311488,371203,814311488@eagle.fgcu.edu ,1,6
814570432,193666,814570432@eagle.fgcu.edu ,2,3
814324800,460699,814324800@eagle.fgcu.edu ,0,2
814061824,659599,814061824@eagle.fgcu.edu ,2,0
814585216,328478,814585216@eagle.fgcu.edu ,2,0
814015040,321842,814015040@eagle.fgcu.edu ,1,5
814991104,76171,814991104@eagle.fgcu.edu ,0,7
814531776,78762,814531776@eagle.fgcu.edu ,2,9
814175232,602148,814175232@eagle.fgcu.edu ,0,5
814510400,766413,814510400@eagle.fgcu.edu ,1,9
814696448,8038,814696448@eagle.fgcu.edu ,1,5
814724416,548741,814724416@eagle.fgcu.edu ,0,9
814905984,926633,814905984@eagle.fgcu.edu ,1,3
814361280,527378,814361280@eagle.fgcu.edu ,1,5
814261056,990721,814261056@eagle.fgcu.edu ,1,3
814827200,335114,814827200@eagle.fgcu.edu ,2,2
814863296,567512,814863296@eagle.fgcu.edu ,2,1
814489408,339159,814489408@eagle.fgcu.edu ,1,5
814610944,289798,814610944@eagle.fgcu.edu ,1,4
814980800,172303,814980800@eagle.fgcu.edu ,2,8
814136960,524787,814136960@eagle.fgcu.edu ,2,5
814934016,467335,814934016@eagle.fgcu.edu ,0,7
814542848,905270,814542848@eagle.fgcu.edu ,2,8
814450752,591466,814450752@eagle.fgcu.edu ,0,8
814461440,798457,814461440@eagle.fgcu.edu ,0,0
814429376,911906,814429376@eagle.fgcu.edu ,0,3
814525504,837137,814525504@eagle.fgcu.edu ,1,3
814237120,61445,814237120@eagle.fgcu.edu ,1,7
814367872,388521,814367872@eagle.fgcu.edu ,2,8
814506752,407292,814506752@eagle.fgcu.edu ,0,0
814824576,819819,814824576@eagle.fgcu.edu ,0,4
814339904,847818,814339904@eagle.fgcu.edu ,1,0
814325184,29401,814325184@eagle.fgcu.edu ,1,6
814634944,484653,814634944@eagle.fgcu.edu ,1,9
814440064,118897,814440064@eagle.fgcu.edu ,0,5
814493504,685007,814493504@eagle.fgcu.edu ,1,7
814333248,986675,814333248@eagle.fgcu.edu ,2,0
814813888,612829,814813888@eagle.fgcu.edu ,0,2
814371904,734369,814371904@eagle.fgcu.edu ,1,0
814963456,104170,814963456@eagle.fgcu.edu ,1,6
